name,street,city,country,postal_code,web_data
Ororatech Gmbh,St.-Martin-Straße 112,München,DE,81669,"{'entity_name': 'OroraTech GmbH', 'registration_data': None, 'status': None, 'address': {'street': 'St.-Martin-Straße', 'house_number': '112', 'zip_code': '81669', 'city': 'München'}, 'purpose': None, 'keywords': ['Luft- und Raumfahrtunternehmen'], 'products_and_services': ['Wildfire Detection and Monitoring Service', 'Wildfire Monitoring'], 'contact_data': {'website': None, 'phone_number': '089 21527220', 'email': None}, 'web_reviews': [{'source': 'Google', 'rating': 4.9, 'reviews': 18}], 'industry_classification': {'WZ2008': [{'code': '30.30', 'label': 'Luft- und Raumfahrzeugbau'}, {'code': '72.19', 'label': 'Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin'}, {'code': '71.20', 'label': 'Technische, physikalische und chemische Untersuchung'}]}}"
